param_132,type,is_measured,normal_values,% of normal values,param dist.
355,AC/DC,0,0.28,70,256
4541,AC,1,0.96,33,767
336,AC/DC,1,0.29,4,398
407,AC,0,0.67,92,735
2376,AC,1,0.9,94,869
10918,AC,1,0.95,8,651
727,AC/DC,0,0.83,45,95
864,AC,0,0.77,10,667
54,AC,0,0.64,24,85
434,AC/DC,0,0.66,98,553
10879,AC,1,0.19,48,106
4724,AC,1,0.45,74,868
14243,AC,1,0.38,22,26
6,AC/DC,0,0.64,100,202
14006,AC/DC,1,1.0,35,345
431,AC/DC,0,0.29,40,545
557,AC/DC,0,0.29,82,431
384,AC/DC,0,0.83,12,502
343,AC,0,1.0,42,948
705,AC/DC,0,0.8,9,926
2009,AC,1,0.51,54,344
10909,AC,1,0.46,48,853
488,AC/DC,1,0.96,45,636
950,AC/DC,0,0.46,1,604
647,AC/DC,0,0.67,8,272
45,AC/DC,1,0.03,8,103
502,AC/DC,0,0.01,100,955
2355,AC,1,0.62,22,284
13185,AC,1,0.53,53,113
2776,AC,1,0.0,47,470
950,AC/DC,0,0.42,41,811
304,AC/DC,1,0.11,70,921
847,AC/DC,1,0.32,85,279
576,AC/DC,0,0.3,55,475
684,AC/DC,0,0.37,75,237
14330,AC,1,0.62,70,342
890,AC/DC,1,1.0,77,463
6088,AC,1,0.06,40,736
5297,AC,1,0.2,21,603
13694,AC,1,0.92,81,968
11605,AC,1,0.43,48,686
5186,AC,1,0.24,87,453
14057,AC/DC,1,0.82,18,306
857,AC/DC,0,0.81,72,365
951,AC/DC,0,0.43,42,480
987,AC/DC,0,0.46,23,932
8393,AC,1,0.19,68,21
9696,AC,1,0.75,36,958
399,AC/DC,0,0.18,97,495
5036,AC,1,0.28,44,248
240,AC/DC,0,0.2,77,396
842,AC/DC,0,0.62,98,298
232,AC/DC,0,0.47,98,207
10190,AC,1,0.96,6,620
17798,AC,1,0.69,58,193
233,AC/DC,0,0.08,91,79
432,AC/DC,0,0.42,69,899
896,AC/DC,0,0.69,39,417
6939,AC/DC,1,0.58,29,514
16529,AC,0,0.55,29,432
483,AC,0,0.23,89,346
1259,AC,1,0.31,98,121
9956,AC,1,0.81,55,439
573,AC/DC,1,0.66,58,792
493,AC/DC,0,0.87,42,544
18676,AC,1,0.48,33,896
17204,AC/DC,1,0.48,40,685
247,AC/DC,0,0.58,9,414
12658,AC,1,0.0,16,440
781,AC/DC,1,0.26,39,878
14559,AC,1,0.79,76,666
251,AC/DC,0,0.15,36,345
199,AC/DC,0,0.17,10,954
2634,AC,1,0.48,12,825
419,AC/DC,0,0.31,3,63
18821,AC,1,0.53,33,371
723,AC/DC,0,0.24,94,789
9186,AC,1,0.57,83,733
1105,AC,1,0.75,66,839
6592,AC,1,0.4,25,204
795,AC/DC,0,0.7,50,704
692,AC/DC,0,0.38,3,560
18900,AC,1,0.55,15,343
699,AC/DC,0,0.16,85,219
284,AC/DC,0,0.98,98,24
966,AC/DC,0,0.47,56,782
620,AC/DC,0,0.87,87,21
5101,AC,0,0.65,20,310
14182,AC,1,0.33,69,144
17699,AC,1,0.09,45,911
238,AC/DC,0,0.12,13,775
19003,AC,1,0.67,99,545
845,AC/DC,0,0.15,71,390
642,AC/DC,0,0.51,17,297
7581,AC,1,0.88,14,925
15301,AC,1,0.89,64,396
654,AC/DC,0,0.77,79,980
178,AC/DC,0,0.38,34,934
4837,AC,1,0.62,43,596
978,AC/DC,0,0.47,90,687
245,AC/DC,0,0.95,75,651
3608,AC,1,0.22,15,416
22,AC,0,0.77,42,1
116,AC/DC,0,0.66,81,878
806,AC/DC,0,0.03,53,674
6686,AC,1,0.44,46,869
754,AC/DC,0,0.34,62,979
219,AC/DC,0,0.19,98,680
15513,AC,1,0.54,82,600
266,AC/DC,0,0.16,99,850
440,AC/DC,0,0.12,32,176
806,AC/DC,0,0.76,45,261
329,AC/DC,0,0.38,84,120
913,AC/DC,0,0.77,99,476
738,AC/DC,0,0.09,40,671
618,AC/DC,0,0.23,93,340
135,AC/DC,0,0.61,72,837
882,AC/DC,0,0.81,97,953
2660,AC,1,0.81,95,688
266,AC/DC,0,0.59,59,394
716,AC/DC,0,0.17,67,106
10918,AC,1,0.17,72,192
162,AC/DC,0,0.44,60,904
299,AC/DC,0,0.32,89,84
537,AC/DC,0,0.37,35,338
379,AC/DC,0,0.4,86,817
175,AC/DC,0,0.98,35,268
16379,AC,0,0.52,51,42
9651,AC,1,0.14,91,22
313,AC/DC,0,0.92,76,685
874,AC/DC,0,0.04,33,29
759,AC,0,0.25,88,774
6046,AC,1,0.65,50,990
771,AC/DC,0,0.46,5,159
1722,AC,1,0.41,69,445
353,AC,0,0.43,18,549
12788,AC,1,0.37,55,878
317,AC/DC,0,0.67,42,793
17728,AC,1,0.37,15,615
6974,AC,1,0.87,38,906
17681,AC,1,0.07,10,713
16504,AC,1,0.39,57,752
5386,AC,1,0.6,67,967
10196,AC/DC,1,1.0,85,262
15387,AC,1,0.25,100,120
3901,AC/DC,1,0.39,28,532
4971,AC,1,0.47,28,17
35,AC/DC,0,0.44,98,826
752,AC/DC,0,0.39,53,102
17303,AC,0,0.9,0,630
480,AC/DC,0,0.31,10,986
98,AC/DC,0,0.06,89,75
895,AC/DC,0,0.32,31,149
9819,AC,1,0.05,47,555
652,AC/DC,0,0.6,82,278
402,AC/DC,1,0.55,44,485
911,AC/DC,0,0.25,7,576
736,AC/DC,0,0.32,16,362
2813,AC,1,0.44,49,439
12252,AC,1,0.98,22,876
234,AC/DC,0,0.86,20,409
19027,AC,1,0.26,31,810
8118,AC,1,0.31,57,613
9532,AC,0,0.71,41,264
24,AC/DC,0,0.35,28,91
107,AC/DC,0,0.0,34,268
764,AC/DC,1,0.04,53,710
9100,AC,0,0.57,69,638
7838,AC,1,0.36,13,120
396,AC/DC,0,0.91,5,442
11451,AC,0,0.49,33,996
14661,AC,1,0.43,85,462
61,AC/DC,0,0.9,43,734
624,AC/DC,0,0.74,100,301
4702,AC,1,0.61,55,121
315,AC/DC,0,0.34,25,116
579,AC/DC,1,0.64,21,799
644,AC/DC,0,0.86,49,345
7504,AC,1,0.22,56,752
2804,AC,1,0.99,77,210
659,AC/DC,0,0.69,100,819
2288,AC/DC,1,0.48,78,139
842,AC,0,0.11,15,340
9733,AC,1,0.44,85,594
679,AC/DC,0,0.02,94,905
11069,AC,1,0.96,43,400
815,AC/DC,0,0.13,58,823
719,AC/DC,0,0.8,54,638
601,AC/DC,0,0.97,95,981
485,AC/DC,0,0.07,21,583
216,AC/DC,0,0.02,74,973
2819,AC,1,0.48,91,835
150,AC/DC,0,0.28,46,989
2933,AC,1,0.35,91,106
19192,AC,1,0.63,91,177
102,AC/DC,0,0.39,1,751
907,AC/DC,0,0.32,64,356
10528,AC,1,0.67,16,906
13009,AC,1,0.14,97,480
16,AC/DC,0,0.05,68,301
10721,AC/DC,0,0.54,12,72
4314,AC,1,0.65,67,126
471,AC/DC,0,0.14,89,191
12679,AC,1,0.68,94,214
796,AC,0,0.9,90,845
9879,AC,1,0.03,85,809
9475,AC,0,0.63,22,567
219,AC/DC,0,0.91,39,830
335,AC/DC,0,0.49,62,590
3185,AC,1,0.28,17,495
232,AC/DC,0,0.15,63,361
403,AC/DC,0,0.13,70,851
16789,AC,1,0.93,52,796
466,AC/DC,0,0.53,18,708
18345,AC,1,0.19,4,613
424,AC/DC,0,0.4,26,977
504,AC,0,0.01,53,5
18227,AC,1,0.59,49,29
16024,AC,1,0.6,83,584
1094,AC,1,0.49,91,853
317,AC/DC,0,0.96,93,503
4009,AC,1,0.64,67,999
6652,AC/DC,1,0.24,97,352
11348,AC,1,0.91,48,97
12163,AC,1,0.54,13,829
358,AC/DC,0,0.6,100,702
4560,AC,1,0.47,59,232
105,AC/DC,0,0.62,93,176
13614,AC,1,0.88,86,306
879,AC/DC,0,0.37,98,467
454,AC,1,0.13,27,765
4038,AC,0,0.38,27,509
14268,AC,1,0.62,84,982
548,AC/DC,0,0.46,1,806
8161,AC,0,0.33,71,579
423,AC/DC,0,0.69,58,434
3458,AC,1,0.27,87,624
2865,AC,1,0.13,37,927
213,AC/DC,0,0.89,87,630
9616,AC,1,1.0,89,320
77,AC,1,0.46,66,458
399,AC,0,0.02,70,294
18598,AC,1,0.94,97,993
11344,AC/DC,1,0.08,76,391
522,AC/DC,0,0.48,60,204
4470,AC,1,0.45,48,133
7,AC/DC,0,0.85,54,13
496,AC/DC,0,0.61,43,723
654,AC/DC,0,0.83,78,608
17777,AC,1,0.94,10,119
15912,AC,1,0.88,66,723
205,AC/DC,0,0.67,54,517
3114,AC,1,0.33,70,488
238,AC/DC,0,0.67,12,545
7728,AC,1,0.74,9,30
663,AC/DC,0,0.33,48,208
19672,AC,1,0.39,35,407
8928,AC,1,0.58,49,484
819,AC/DC,0,0.62,28,926
636,AC/DC,0,0.74,23,406
447,AC/DC,0,0.53,27,115
526,AC/DC,0,0.72,6,370
24,AC/DC,0,0.07,40,846
268,AC/DC,0,0.64,87,192
162,AC/DC,0,0.84,42,858
14748,AC,1,0.75,38,531
379,AC/DC,0,0.96,98,254
475,AC,0,0.75,83,227
363,AC/DC,0,0.33,82,867
16868,AC,1,0.84,53,948
79,AC/DC,0,0.65,20,13
10907,AC,1,0.93,0,366
13045,AC,0,0.03,85,24
5787,AC/DC,1,0.52,69,504
286,AC/DC,0,0.28,89,433
357,AC/DC,1,0.31,57,817
226,AC/DC,0,0.5,53,399
462,AC/DC,0,0.37,98,762
11635,AC,1,0.12,67,393
13297,AC,1,0.09,35,811
4640,AC,1,0.11,17,481
184,AC/DC,0,0.19,56,768
9128,AC/DC,1,0.63,63,607
9547,AC,1,0.64,62,786
283,AC/DC,0,0.58,71,373
889,AC/DC,0,0.35,88,575
498,AC/DC,1,0.35,30,334
92,AC/DC,1,0.85,15,749
303,AC/DC,1,0.36,7,713
18251,AC,1,0.05,87,180
6492,AC,1,0.69,99,597
433,AC,0,0.68,45,566
15825,AC,1,0.59,54,923
223,AC/DC,1,0.18,52,582
139,AC/DC,0,0.71,15,519
19809,AC,1,0.8,23,566
101,AC/DC,0,0.68,89,13
578,AC/DC,0,0.77,94,490
16337,AC,1,0.71,64,832
1100,AC,1,0.05,0,202
9985,AC/DC,1,0.65,25,14
4841,AC,1,1.0,57,658
774,AC/DC,0,0.99,86,637
105,AC/DC,0,0.63,8,671
146,AC/DC,0,0.43,37,522
12168,AC,1,0.15,35,654
160,AC/DC,0,0.56,12,411
142,AC/DC,0,0.73,20,318
886,AC,0,0.95,85,510
7019,AC,1,0.51,38,209
817,AC/DC,0,0.16,78,255
2907,AC,0,0.4,72,7
917,AC/DC,0,0.35,67,327
9707,AC,1,0.2,73,769
17804,AC,0,0.54,37,71
15999,AC/DC,1,0.1,20,775
3031,AC/DC,1,0.54,94,257
6423,AC,1,0.8,14,666
13977,AC,1,0.76,78,877
12721,AC,0,0.8,100,134
562,AC/DC,0,0.73,46,564
5482,AC,1,0.61,84,860
437,AC/DC,0,0.67,76,170
814,AC/DC,0,0.25,68,483
477,AC/DC,0,0.63,90,993
419,AC/DC,0,0.13,49,637
830,AC/DC,0,0.55,87,717
319,AC/DC,0,0.5,17,274
9747,AC/DC,1,0.08,42,959
3560,AC,1,0.49,99,477
839,AC/DC,0,0.09,92,683
3145,AC,1,0.16,39,216
12005,AC,1,0.79,77,771
19684,AC/DC,1,0.13,71,179
254,AC/DC,0,0.1,74,910
8840,AC,1,0.19,22,377
768,AC/DC,0,0.61,30,566
595,AC/DC,0,0.8,22,445
587,AC/DC,0,0.18,38,402
793,AC/DC,0,0.97,88,88
17001,AC,1,0.75,42,174
184,AC/DC,0,0.07,27,566
960,AC/DC,0,0.2,14,332
787,AC/DC,0,0.71,41,505
10020,AC,1,0.87,34,708
554,AC/DC,0,0.47,66,924
251,AC/DC,0,0.68,61,923
7284,AC,0,0.8,8,902
314,AC/DC,0,0.76,96,957
21,AC/DC,0,0.22,34,164
18704,AC,1,0.89,62,767
37,AC/DC,0,0.41,72,985
172,AC,0,0.92,61,345
2506,AC,1,0.35,78,667
6979,AC,1,0.19,84,66
914,AC/DC,0,0.4,100,174
643,AC/DC,0,0.18,24,766
398,AC/DC,0,0.03,39,608
1,AC/DC,0,0.04,63,643
12337,AC,1,0.04,54,579
916,AC/DC,0,0.94,18,688
11718,AC/DC,1,0.33,38,954
32,AC/DC,0,0.87,32,8
16788,AC,1,0.79,81,877
484,AC,1,0.52,69,432
608,AC/DC,0,0.02,1,661
438,AC/DC,0,0.93,67,112
386,AC/DC,0,0.88,59,192
451,AC/DC,0,0.85,55,515
786,AC,0,0.82,45,724
329,AC/DC,1,0.44,0,782
19815,AC,1,0.51,4,805
11773,AC,0,0.19,31,776
6219,AC,1,0.99,26,696
17871,AC,1,0.09,67,566
671,AC,0,0.69,80,518
554,AC,0,0.88,30,129
67,AC/DC,0,0.74,82,671
51,AC/DC,0,0.29,72,211
5612,AC,1,0.67,46,813
924,AC/DC,0,0.67,70,771
19271,AC/DC,1,0.24,78,588
449,AC/DC,0,0.87,53,446
257,AC/DC,0,0.13,75,942
83,AC/DC,0,0.51,61,444
479,AC/DC,0,0.21,98,701
18582,AC,1,0.9,97,263
833,AC/DC,0,0.4,62,106
12370,AC,1,0.46,66,347
9202,AC,1,0.11,12,736
227,AC/DC,0,0.17,56,885
327,AC/DC,0,0.54,9,239
18709,AC,1,0.38,46,414
702,AC/DC,0,0.66,60,446
791,AC/DC,0,0.61,78,768
14395,AC,1,0.68,62,323
1,AC/DC,0,0.68,66,77
19234,AC,0,0.44,44,943
433,AC/DC,0,0.02,35,322
4047,AC,1,0.75,25,662
834,AC/DC,0,0.31,47,903
639,AC/DC,0,0.32,5,391
2613,AC,1,0.77,61,590
12093,AC,1,0.58,10,9
657,AC/DC,1,0.54,25,794
800,AC/DC,0,0.26,95,122
3016,AC,1,0.29,44,121
930,AC/DC,0,0.44,48,176
16947,AC,1,0.24,15,305
16404,AC/DC,1,0.26,19,549
251,AC/DC,0,0.7,84,569
880,AC/DC,0,0.92,48,389
10478,AC,1,0.72,5,510
511,AC/DC,0,0.49,73,887
525,AC,0,0.91,69,696
15348,AC,1,0.56,57,911
459,AC/DC,0,0.59,51,761
382,AC/DC,0,0.22,39,437
2592,AC,1,0.19,48,297
277,AC/DC,0,0.22,81,556
16824,AC,1,0.38,58,569
564,AC/DC,0,0.62,16,589
2678,AC,1,0.15,9,44
19662,AC,1,0.05,71,393
975,AC/DC,0,0.69,80,865
10036,AC,1,0.29,75,598
523,AC/DC,0,0.82,39,176
917,AC/DC,1,0.87,16,792
10236,AC,1,0.81,70,36
12897,AC,1,0.82,60,305
15,AC/DC,0,0.05,55,83
15636,AC,1,0.84,22,756
531,AC/DC,0,0.34,63,975
6793,AC,1,0.16,68,521
14063,AC,1,0.26,41,381
912,AC/DC,0,0.09,69,741
432,AC,0,0.96,70,389
18456,AC/DC,0,0.94,28,133
5684,AC,1,0.64,76,772
12687,AC,1,0.88,100,456
743,AC/DC,0,0.15,53,603
14345,AC/DC,1,0.53,73,328
3609,AC,1,0.38,18,127
716,AC/DC,0,0.53,83,239
1164,AC,1,0.12,29,98
486,AC/DC,0,0.44,89,495
2227,AC,1,0.03,84,290
1926,AC,0,0.78,26,305
782,AC/DC,0,0.86,97,173
16301,AC,1,0.73,29,12
829,AC/DC,0,0.05,99,443
667,AC,0,0.57,74,396
587,AC/DC,0,0.02,75,197
7973,AC,1,0.2,10,1000
145,AC/DC,0,0.09,6,657
918,AC/DC,0,0.46,22,984
513,AC/DC,0,0.51,27,144
277,AC/DC,0,0.25,69,665
9559,AC,0,0.86,31,644
234,AC/DC,1,0.01,83,466
105,AC/DC,0,0.22,20,736
2894,AC,1,0.97,33,734
6263,AC,1,0.68,72,305
369,AC/DC,0,0.1,88,702
10862,AC/DC,1,0.3,65,498
691,AC/DC,0,0.52,72,277
17159,AC,1,0.21,13,608
2755,AC,0,0.44,91,409
834,AC,0,0.19,52,870
874,AC/DC,0,0.57,76,104
10075,AC,1,0.73,86,886
547,AC/DC,1,0.32,33,190
246,AC/DC,0,0.93,62,344
841,AC/DC,1,0.23,84,774
8651,AC,1,0.21,3,240
964,AC,0,0.52,0,514
7635,AC,1,0.48,23,296
20,AC/DC,1,0.99,42,344
480,AC/DC,0,0.57,48,708
10261,AC,1,0.06,72,601
216,AC/DC,0,0.12,12,128
509,AC/DC,0,0.59,19,940
18384,AC,1,0.38,18,626
4829,AC,1,0.04,38,672
887,AC/DC,0,0.65,65,312
111,AC/DC,0,0.97,70,314
502,AC/DC,0,0.27,32,646
947,AC/DC,0,0.06,10,987
685,AC/DC,0,0.01,87,999
963,AC/DC,0,0.27,30,474
10740,AC,1,0.35,82,871
7502,AC,1,0.1,39,198
229,AC/DC,0,0.65,33,146
578,AC/DC,0,0.4,11,435
2364,AC,1,0.83,74,591
119,AC/DC,0,0.27,20,645
732,AC/DC,0,0.21,55,405
640,AC/DC,0,0.83,68,427
4,AC,0,0.18,31,828
6,AC/DC,0,0.26,35,963
873,AC/DC,0,0.75,65,123
289,AC,1,0.28,45,295
948,AC/DC,0,0.28,86,8
134,AC,0,0.32,56,415
163,AC/DC,0,0.16,100,181
470,AC/DC,1,0.85,69,646
603,AC/DC,0,0.04,16,226
752,AC/DC,0,0.09,19,641
17803,AC,0,0.96,40,206
11725,AC,1,0.9,84,539
4224,AC,1,0.26,41,774
826,AC/DC,0,0.54,58,757
5972,AC,1,0.97,75,872
66,AC,0,0.72,100,463
19160,AC/DC,1,0.97,40,5
6187,AC,1,0.98,27,146
906,AC/DC,0,0.21,70,486
12769,AC,1,0.61,37,139
80,AC/DC,1,0.89,71,49
17829,AC,1,0.41,57,298
199,AC/DC,0,0.62,87,709
1428,AC,1,0.88,64,767
202,AC/DC,1,0.33,75,918
304,AC,0,0.01,23,222
15804,AC,0,0.72,75,685
926,AC/DC,0,0.51,62,587
226,AC,0,0.8,35,468
4322,AC,1,0.32,93,652
14047,AC/DC,1,0.76,79,892
442,AC/DC,0,0.95,72,567
604,AC/DC,1,0.4,85,803
7708,AC,1,0.03,30,325
776,AC/DC,0,0.96,67,261
754,AC/DC,0,0.09,99,111
349,AC/DC,0,0.09,80,319
317,AC/DC,0,0.08,83,698
304,AC/DC,0,0.1,46,974
15932,AC/DC,1,0.18,93,312
19922,AC,1,0.85,26,742
397,AC/DC,0,0.18,87,599
921,AC/DC,1,0.7,1,917
13670,AC,1,0.53,66,708
896,AC/DC,0,0.11,64,991
2,AC/DC,0,0.86,15,263
701,AC/DC,1,0.36,29,623
4358,AC,1,0.29,95,315
272,AC/DC,0,0.75,97,781
915,AC/DC,0,0.38,29,996
736,AC/DC,0,0.07,87,623
8213,AC,1,0.29,58,162
18172,AC,1,0.28,71,325
19638,AC,1,0.8,33,937
554,AC/DC,0,0.62,51,806
3617,AC,1,0.71,45,949
152,AC/DC,0,0.46,41,476
418,AC/DC,0,0.54,83,234
691,AC/DC,0,0.27,54,559
5846,AC,1,0.22,35,564
5471,AC,1,0.98,97,721
328,AC/DC,0,0.59,32,159
15246,AC,1,0.55,6,95
519,AC,0,0.63,45,564
459,AC,0,0.69,51,458
913,AC/DC,0,0.18,85,981
733,AC/DC,0,0.73,53,604
950,AC/DC,0,0.84,14,25
357,AC/DC,0,0.68,79,400
908,AC/DC,0,0.24,30,522
14,AC/DC,0,0.35,49,730
10909,AC,0,0.79,41,737
557,AC/DC,0,0.85,15,857
7632,AC,1,0.94,13,527
19807,AC,1,0.92,12,389
8429,AC,1,0.84,36,764
16597,AC,1,0.48,17,156
10506,AC,1,0.45,88,386
61,AC/DC,0,0.61,37,964
650,AC/DC,1,0.78,59,334
19417,AC,1,0.48,69,532
6736,AC/DC,0,0.02,11,604
64,AC/DC,0,0.13,93,404
859,AC/DC,0,0.78,35,257
42,AC/DC,0,0.29,65,258
434,AC/DC,0,0.62,2,896
483,AC,0,0.67,40,431
724,AC/DC,0,0.27,11,788
965,AC/DC,0,0.21,12,284
17345,AC,1,0.85,25,86
302,AC/DC,0,0.12,47,432
14297,AC,1,0.44,30,317
19242,AC,1,0.8,12,365
214,AC/DC,0,0.31,56,889
566,AC/DC,0,0.68,28,777
860,AC/DC,0,0.52,7,841
8774,AC/DC,0,0.86,26,131
12080,AC,0,0.74,94,287
12,AC/DC,0,0.32,40,497
389,AC/DC,0,0.85,84,684
12772,AC,1,0.26,88,297
12308,AC/DC,1,0.73,46,883
15098,AC,1,0.89,20,765
339,AC/DC,0,0.56,69,284
295,AC/DC,0,0.34,15,222
571,AC/DC,0,0.78,48,890
4816,AC,1,0.38,49,165
935,AC,0,0.82,78,316
4076,AC/DC,1,0.83,100,974
838,AC/DC,0,0.33,50,606
15311,AC,1,0.59,79,51
164,AC/DC,0,0.84,91,860
555,AC/DC,0,0.93,76,605
826,AC/DC,1,0.98,55,311
10562,AC,1,0.43,8,700
945,AC/DC,0,0.97,60,840
419,AC/DC,0,0.02,99,725
16105,AC,1,0.73,41,399
7576,AC,1,0.85,65,181
15399,AC,1,0.91,18,163
1011,AC,1,0.2,72,81
7494,AC,1,0.35,46,76
70,AC,0,0.63,88,653
18070,AC,1,0.23,15,212
180,AC/DC,0,0.43,10,568
1680,AC,1,0.76,64,996
81,AC/DC,0,0.6,56,463
30,AC/DC,0,0.44,39,765
6990,AC,1,0.74,32,669
709,AC/DC,0,0.01,21,995
698,AC/DC,0,0.59,35,143
540,AC/DC,0,0.07,93,361
139,AC/DC,0,0.91,70,373
294,AC/DC,0,0.87,74,832
248,AC,0,0.95,41,631
17785,AC,1,0.63,45,979
2,AC/DC,0,0.91,56,869
15965,AC,1,0.33,22,475
15938,AC/DC,1,0.52,70,435
653,AC/DC,0,0.48,25,399
12048,AC,1,0.69,76,494
718,AC/DC,1,0.83,77,194
13233,AC,1,0.07,80,198
724,AC/DC,0,0.42,53,412
132,AC/DC,0,0.04,66,140
421,AC/DC,0,0.38,92,832
137,AC/DC,0,0.28,97,310
911,AC/DC,0,0.64,61,730
614,AC/DC,0,0.3,51,496
205,AC/DC,0,0.5,41,237
276,AC/DC,0,0.54,1,319
643,AC/DC,0,0.91,57,293
99,AC,0,0.76,62,406
11675,AC,1,0.13,49,884
991,AC/DC,0,0.84,61,229
19362,AC,0,0.86,58,127
2384,AC,1,0.11,9,173
102,AC/DC,0,0.31,72,735
921,AC,0,0.41,86,326
1530,AC,1,0.64,50,200
12007,AC,1,0.91,57,429
546,AC/DC,0,0.04,71,499
6006,AC,1,0.8,22,400
361,AC/DC,1,0.36,75,287
8489,AC/DC,1,0.32,59,849
434,AC/DC,0,0.88,38,481
9851,AC,1,0.49,16,875
2682,AC/DC,1,0.91,86,483
749,AC/DC,0,0.67,70,959
11844,AC/DC,1,0.86,21,618
349,AC/DC,0,0.37,97,374
359,AC/DC,0,0.27,83,5
193,AC/DC,0,0.58,82,428
10440,AC,1,0.66,21,152
11109,AC,1,0.5,40,867
951,AC/DC,0,0.42,9,370
10337,AC,1,0.33,50,801
916,AC/DC,0,0.24,4,412
771,AC/DC,0,0.3,48,946
14702,AC,1,0.38,17,166
615,AC,0,0.63,87,672
271,AC/DC,0,0.27,24,225
654,AC/DC,0,0.87,43,133
572,AC/DC,0,0.24,39,171
796,AC/DC,0,0.48,47,363
1440,AC,1,0.2,5,642
350,AC/DC,0,0.51,50,708
28,AC/DC,0,0.33,51,530
137,AC/DC,1,0.06,97,697
6628,AC,1,0.62,32,386
19103,AC/DC,1,0.53,58,755
18486,AC,1,0.01,91,375
70,AC/DC,0,0.84,28,381
17126,AC,1,0.08,91,246
13958,AC,1,0.11,73,428
197,AC/DC,0,0.52,56,661
548,AC/DC,0,0.41,91,341
3463,AC,1,0.64,95,479
692,AC,0,0.43,30,535
740,AC/DC,0,0.36,44,706
35,AC/DC,0,0.97,52,623
960,AC/DC,1,0.58,25,998
9262,AC,1,0.65,9,979
680,AC/DC,0,0.68,90,962
14312,AC,1,0.16,41,581
274,AC/DC,0,0.21,90,227
63,AC/DC,0,0.25,26,184
14468,AC,1,0.61,98,32
647,AC/DC,0,0.27,36,36
14061,AC,1,1.0,26,27
11965,AC,1,0.81,57,190
387,AC/DC,0,0.02,17,626
15006,AC,1,0.47,51,762
7888,AC,1,0.15,78,13
323,AC/DC,0,0.64,27,344
442,AC/DC,0,0.0,13,534
893,AC/DC,0,0.77,7,117
423,AC/DC,0,0.69,45,647
592,AC,0,0.5,4,713
227,AC/DC,0,0.37,44,576
951,AC/DC,0,0.06,73,275
257,AC/DC,0,0.84,60,270
12481,AC,1,0.28,82,14
1889,AC,1,0.47,25,198
157,AC/DC,0,0.84,79,191
395,AC/DC,0,0.9,44,939
9,AC/DC,0,0.04,2,94
239,AC/DC,0,0.14,5,536
69,AC/DC,0,0.93,95,552
886,AC/DC,1,0.43,86,935
1644,AC,1,0.93,100,879
339,AC/DC,0,0.07,40,833
571,AC,0,0.84,86,747
5350,AC,1,0.23,2,55
25,AC/DC,0,0.4,34,659
808,AC/DC,0,0.34,59,917
394,AC/DC,0,0.23,6,438
5977,AC,1,0.71,35,521
18182,AC,1,0.8,61,458
596,AC/DC,0,0.01,16,801
4002,AC,1,0.71,45,289
60,AC/DC,0,0.05,19,846
8295,AC/DC,1,0.08,73,189
9193,AC,1,0.53,46,975
4058,AC,1,0.19,33,909
3134,AC,1,0.19,90,129
17475,AC/DC,1,0.75,83,677
148,AC/DC,0,0.47,98,107
2138,AC,1,0.94,76,471
4573,AC,1,0.07,50,730
58,AC/DC,1,0.0,18,387
921,AC/DC,0,0.05,4,399
14270,AC,1,0.46,12,788
281,AC/DC,0,0.4,61,173
2968,AC,0,0.66,64,636
82,AC/DC,0,0.22,73,166
593,AC/DC,0,0.92,58,166
229,AC/DC,0,0.8,79,307
479,AC/DC,0,0.06,73,605
18167,AC,1,0.75,25,149
24,AC/DC,0,0.15,34,155
1630,AC,1,0.98,17,719
868,AC/DC,0,0.98,40,812
261,AC/DC,1,0.37,23,95
15669,AC,1,0.74,70,618
955,AC/DC,0,0.2,72,514
685,AC/DC,0,0.41,40,477
686,AC/DC,0,0.86,62,130
854,AC/DC,0,0.87,25,761
29,AC/DC,0,0.87,82,363
9513,AC,1,0.0,53,558
821,AC/DC,0,0.14,75,210
15169,AC,1,0.71,57,53
19405,AC,1,0.74,77,490
524,AC/DC,0,0.53,50,808
9597,AC,0,0.01,71,352
4347,AC,1,0.3,76,843
13864,AC,1,0.0,14,598
18778,AC,1,0.21,60,118
240,AC/DC,0,0.67,85,768
3339,AC,1,0.41,9,484
7872,AC,1,0.81,93,631
6421,AC,1,0.5,39,99
502,AC/DC,1,0.37,91,273
293,AC/DC,1,0.45,16,87
235,AC/DC,0,0.85,56,530
266,AC/DC,0,0.7,38,843
759,AC,0,0.17,32,225
496,AC/DC,0,0.8,33,36
11317,AC,1,0.1,90,214
3127,AC,0,0.5,79,558
776,AC/DC,0,0.47,60,357
17666,AC,1,0.92,99,965
550,AC/DC,0,0.76,38,437
12374,AC,1,0.46,97,782
11137,AC,1,1.0,20,84
579,AC/DC,0,0.45,91,258
10454,AC,1,0.45,1,998
891,AC/DC,0,0.89,85,770
444,AC/DC,0,0.05,89,768
15375,AC,1,0.03,18,780
1942,AC,1,0.78,14,687
17962,AC,1,0.46,62,467
657,AC/DC,0,0.01,73,823
71,AC/DC,0,0.02,27,613
164,AC,0,0.84,74,402
933,AC/DC,0,0.95,51,727
766,AC/DC,0,0.65,83,947
144,AC/DC,0,0.86,37,396
5442,AC,1,0.44,51,64
15699,AC/DC,1,0.41,72,56
977,AC/DC,0,0.09,72,125
777,AC/DC,0,0.0,59,833
229,AC/DC,0,0.82,9,635
12567,AC,1,0.19,48,743
723,AC/DC,1,0.11,46,36
18929,AC,1,0.11,94,10
